english,german,latin,system
stylohyoid ligament,Griffel-Zungenbein-Band,Ligamentum stylohyoideum,concept
stylopharyngeus,Griffel-Rachen-Muskel,Musculus stylopharyngeus,concept
subaortic curtain of left ventricle,Subaortaler Vorhang der linken Herzkammer,Velum subaorticum ventriculi sinistri,concept
subarachnoid incisure,Subarachnoidale Einkerbung,Incisura subarachnoidea,concept
subclavian artery,Unterschlüsselbeinarterie,Arteria subclavia,concept
subclavian vein,Unterschlüsselbeinvene,Vena subclavia,concept
subclavius,Unterschlüsselbeinmuskel,Musculus subclavius,concept
subcortex of left cerebral hemisphere,Subkortex der linken Großhirnhemisphäre,Subcortex hemispherii cerebri sinistri,concept
subcortex of right cerebral hemisphere,Subkortex der rechten Großhirnhemisphäre,Subcortex hemispherii cerebri dextri,concept
subcostal artery,Unterrippenarterie,Arteria subcostalis,concept
subcostal vein,Unterrippenvene,Vena subcostalis,concept
subdivision of anterior division of internal iliac artery,Unterabschnitt des vorderen Asts der inneren Beckenarterie,Subdivisio rami anterioris arteriae iliacae internae,concept
subdivision of anterior tibial artery,Unterabschnitt der vorderen Schienbeinarterie,Subdivisio arteriae tibialis anterioris,concept
subdivision of auriculotemporal part of head,Unterabschnitt der Ohr-Schläfen-Region des Kopfes,Subdivisio partis auriculotemporalis capitis,concept
subdivision of brachiocephalic vein,Unterabschnitt der Arm-Kopf-Vene,Subdivisio venae brachiocephalicae,concept
subdivision of cardinal body part,Unterabschnitt des Körperhauptteils,Subdivisio partis cardinalis corporis,concept
subdivision of celiac artery,Unterabschnitt der Eingeweidearterie,Subdivisio arteriae coeliacae,concept
subdivision of cerebral part of internal carotid artery,Unterabschnitt des Hirnabschnitts der inneren Halsschlagader,Subdivisio partis cerebralis arteriae carotidis internae,concept
subdivision of common carotid artery,Unterabschnitt der gemeinsamen Halsschlagader,Subdivisio arteriae carotis communis,concept
subdivision of common hepatic artery,Unterabschnitt der gemeinsamen Leberarterie,Subdivisio arteriae hepaticae communis,concept
subdivision of costocervical artery,Unterabschnitt des Rippen-Hals-Stamms,Subdivisio trunci costocervicalis,concept
subdivision of cranial dura mater,Unterabschnitt der harten Hirnhaut,Subdivisio durae matris cranialis,concept
subdivision of deep femoral artery,Unterabschnitt der tiefen Oberschenkelarterie,Subdivisio arteriae profundae femoris,concept
subdivision of epidermis,Unterabschnitt der Oberhaut,Subdivisio epidermidis,concept
subdivision of epithelium,Unterabschnitt des Epithels,Subdivisio epithelii,concept
subdivision of external iliac artery,Unterabschnitt der äußeren Beckenarterie,Subdivisio arteriae iliacae externae,concept
subdivision of external iliac artery proper,Unterabschnitt der eigentlichen äußeren Beckenarterie,Subdivisio arteriae iliacae externae propriae,concept
subdivision of external iliac vein,Unterabschnitt der äußeren Beckenvene,Subdivisio venae iliacae externae,concept
subdivision of face,Unterabschnitt des Gesichts,Subdivisio faciei,concept
subdivision of femoral artery,Unterabschnitt der Oberschenkelarterie,Subdivisio arteriae femoralis,concept
subdivision of gastroduodenal artery,Unterabschnitt der Magen-Duodenal-Arterie,Subdivisio arteriae gastroduodenalis,concept
subdivision of head,Unterabschnitt des Kopfes,Subdivisio capitis,concept
subdivision of head proper,Unterabschnitt des eigentlichen Kopfes,Subdivisio capitis proprii,concept
subdivision of hepatic artery proper,Unterabschnitt der eigentlichen Leberarterie,Subdivisio arteriae hepaticae propriae,concept
subdivision of hepatic portal vein,Unterabschnitt der Pfortader,Subdivisio venae portae hepatis,concept
subdivision of inferior mesenteric artery,Unterabschnitt der unteren Gekrösearterie,Subdivisio arteriae mesentericae inferioris,concept
subdivision of inferior pancreaticoduodenal artery,Unterabschnitt der unteren Pankreas-Duodenal-Arterie,Subdivisio arteriae pancreaticoduodenalis inferioris,concept
subdivision of inferior vena caval tree,Unterabschnitt des unteren Hohlvenenbaums,Subdivisio arboris venae cavae inferioris,concept
subdivision of internal carotid artery,Unterabschnitt der inneren Halsschlagader,Subdivisio arteriae carotis internae,concept
subdivision of internal iliac artery,Unterabschnitt der inneren Beckenarterie,Subdivisio arteriae iliacae internae,concept
subdivision of internal pudendal artery,Unterabschnitt der inneren Schamarterie,Subdivisio arteriae pudendae internae,concept
subdivision of internal thoracic artery,Unterabschnitt der inneren Brustwandarterie,Subdivisio arteriae thoracicae internae,concept
subdivision of laryngopharynx,Unterabschnitt des Kehlkopfrachens,Subdivisio laryngopharyngis,concept
subdivision of left hepatic artery,Unterabschnitt der linken Leberarterie,Subdivisio arteriae hepaticae sinistrae,concept
subdivision of left hepatic portal vein,Unterabschnitt der linken Pfortader,Subdivisio venae portae hepatis sinistrae,concept
subdivision of left lobe branch of left hepatic artery,Unterabschnitt des linken Lappenasts der linken Leberarterie,Subdivisio rami lobaris arteriae hepaticae sinistrae sinistri,concept
subdivision of mouth,Unterabschnitt des Mundes,Subdivisio oris,concept
subdivision of muscle layer,Unterabschnitt der Muskelschicht,Subdivisio tunicae muscularis,concept
subdivision of nervous system,Unterabschnitt des Nervensystems,Subdivisio systematis nervosi,concept
subdivision of parasympathetic nervous system,Unterabschnitt des parasympathischen Nervensystems,Subdivisio partis parasympathicae,concept
subdivision of pharynx,Unterabschnitt des Rachens,Subdivisio pharyngis,concept
subdivision of posterior tibial artery,Unterabschnitt der hinteren Schienbeinarterie,Subdivisio arteriae tibialis posterioris,concept
subdivision of pre-hepatic portal vein,Unterabschnitt der prähepatischen Pfortader,Subdivisio venae portae prehepaticae,concept
subdivision of right hepatic artery,Unterabschnitt der rechten Leberarterie,Subdivisio arteriae hepaticae dextrae,concept
subdivision of right hepatic portal vein,Unterabschnitt der rechten Pfortader,Subdivisio venae portae hepatis dextrae,concept
subdivision of right lobe branch of right hepatic artery,Unterabschnitt des rechten Lappenasts der rechten Leberarterie,Subdivisio rami lobaris arteriae hepaticae dextrae dextri,concept
subdivision of splenic artery,Unterabschnitt der Milzarterie,Subdivisio arteriae splenicae,concept
subdivision of subarachnoid space,Unterabschnitt des Subarachnoidalraums,Subdivisio spatii subarachnoidei,concept
subdivision of subclavian artery,Unterabschnitt der Unterschlüsselbeinarterie,Subdivisio arteriae subclaviae,concept
subdivision of subclavian vein,Unterabschnitt der Unterschlüsselbeinvene,Subdivisio venae subclaviae,concept
subdivision of subscapular artery,Unterabschnitt der Unterschulterblattarterie,Subdivisio arteriae subscapularis,concept
subdivision of superior mesenteric artery,Unterabschnitt der oberen Gekrösearterie,Subdivisio arteriae mesentericae superioris,concept
subdivision of superior temporal gyrus,Unterabschnitt der oberen Schläfenwindung,Subdivisio gyri temporalis superioris,concept
subdivision of superior vena caval tree,Unterabschnitt des oberen Hohlvenenbaums,Subdivisio arboris venae cavae superioris,concept
subdivision of thoraco-acromial artery,Unterabschnitt der Brust-Schulterhöhen-Arterie,Subdivisio arteriae thoracoacromialis,concept
subdivision of thyrocervical artery,Unterabschnitt des Schilddrüsen-Hals-Stamms,Subdivisio trunci thyrocervicalis,concept
subdivision of transverse cervical artery,Unterabschnitt der queren Halsarterie,Subdivisio arteriae transversae cervicis,concept
subdivisionof autonomic nervous system,Unterabschnitt des autonomen Nervensystems,Subdivisio systematis nervosi autonomici,concept
subendocardial layer of myocardium of left ventricle,Subendokardiale Schicht des Myokards der linken Herzkammer,Stratum subendocardiale myocardii ventriculi sinistri,concept
subendocardial layer of myocardium of right ventricle,Subendokardiale Schicht des Myokards der rechten Herzkammer,Stratum subendocardiale myocardii ventriculi dextri,concept
sublingual gland,Unterzungendrüse,Glandula sublingualis,concept
submandibular gland,Unterkieferdrüse,Glandula submandibularis,concept
subscapular artery,Unterschulterblattarterie,Arteria subscapularis,concept
subscapular vein,Unterschulterblattvene,Vena subscapularis,concept
subscapularis,Unterschulterblattmuskel,Musculus subscapularis,concept
subsegmental part of anterior basal segmental artery,Subsegmentaler Teil der vorderen basalen Segmentarterie,Pars subsegmentalis arteriae segmentalis basalis anterioris,concept
subsegmental part of anterior segmental artery,Subsegmentaler Teil der vorderen Segmentarterie,Pars subsegmentalis arteriae segmentalis anterioris,concept
subsegmental part of anterior segmental vein,Subsegmentaler Teil der vorderen Segmentvene,Pars subsegmentalis venae segmentalis anterioris,concept
subsegmental part of apical segmental artery,Subsegmentaler Teil der apikalen Segmentarterie,Pars subsegmentalis arteriae segmentalis apicalis,concept
subsegmental part of apical segmental vein,Subsegmentaler Teil der apikalen Segmentvene,Pars subsegmentalis venae segmentalis apicalis,concept
subsegmental part of lateral basal segmental artery,Subsegmentaler Teil der seitlichen basalen Segmentarterie,Pars subsegmentalis arteriae segmentalis basalis lateralis,concept
subsegmental part of lateral segmental artery,Subsegmentaler Teil der seitlichen Segmentarterie,Pars subsegmentalis arteriae segmentalis lateralis,concept
subsegmental part of lateral segmental vein,Subsegmentaler Teil der seitlichen Segmentvene,Pars subsegmentalis venae segmentalis lateralis,concept
subsegmental part of medial segmental artery,Subsegmentaler Teil der medialen Segmentarterie,Pars subsegmentalis arteriae segmentalis medialis,concept
subsegmental part of medial segmental vein,Subsegmentaler Teil der medialen Segmentvene,Pars subsegmentalis venae segmentalis medialis,concept
subsegmental part of posterior basal segmental artery,Subsegmentaler Teil der hinteren basalen Segmentarterie,Pars subsegmentalis arteriae segmentalis basalis posterioris,concept
subsegmental part of posterior segmental artery,Subsegmentaler Teil der hinteren Segmentarterie,Pars subsegmentalis arteriae segmentalis posterioris,concept
subsegmental part of superior segmental artery,Subsegmentaler Teil der oberen Segmentarterie,Pars subsegmentalis arteriae segmentalis superioris,concept
subsegmental pulmonary artery,Subsegmentale Lungenarterie,Arteria pulmonalis subsegmentalis,concept
subsegmental pulmonary vein,Subsegmentale Lungenvene,Vena pulmonalis subsegmentalis,concept
superficial cervical artery,Oberflächliche Halsarterie,Arteria cervicalis superficialis,concept
superficial chest wall,Oberflächliche Brustwand,Paries pectoris superficialis,concept
superficial epigastric artery,Oberflächliche Bauchdeckenarterie,Arteria epigastrica superficialis,concept
superficial epigastric vein,Oberflächliche Bauchdeckenvene,Vena epigastrica superficialis,concept
superficial head of flexor pollicis brevis,Oberflächlicher Kopf des kurzen Daumenbeugers,Caput superficiale musculi flexoris pollicis brevis,concept
superficial medial plantar artery,Oberflächliche mediale Fußsohlenarterie,Arteria plantaris medialis superficialis,concept
superficial muscle of anterior compartment of forearm,Oberflächlicher Muskel der vorderen Unterarmloge,Musculus superficialis compartimenti antebrachii anterioris,concept
superficial muscle of neck,Oberflächlicher Halsmuskel,Musculus superficialis colli,concept
superficial muscle of posterior compartment of forearm,Oberflächlicher Muskel der hinteren Unterarmloge,Musculus superficialis compartimenti antebrachii posterioris,concept
superficial muscle of posterior compartment of leg,Oberflächlicher Muskel der hinteren Unterschenkelloge,Musculus superficialis compartimenti cruris posterioris,concept
superficial palmar arterial arch,Oberflächlicher Hohlhandbogen,Arcus palmaris superficialis,concept
superficial palmar venous arch,Oberflächlicher Hohlhand-Venenbogen,Arcus venosus palmaris superficialis,concept
superficial postvertebral muscle,Oberflächlicher Rückenmuskel,Musculus dorsi superficialis,concept
superior branch of oculomotor nerve,Oberer Ast des Augenbewegungsnervs,Ramus superior nervi oculomotorii,concept
superior branch of superior segmental artery,Oberer Ast der oberen Segmentarterie,Ramus superior arteriae segmentalis superioris,concept
superior cerebellar artery,Obere Kleinhirnarterie,Arteria superior cerebelli,concept
superior colliculus,Oberer Hügel,Colliculus superior,concept
superior division of upper lobe part of left bronchial tree,Oberer Ast des Oberlappenteils des linken Bronchialbaums,Ramus superior partis lobi superioris arboris bronchialis sinistrae,concept
superior epigastric artery,Obere Bauchdeckenarterie,Arteria epigastrica superior,concept
superior epigastric vein,Obere Bauchdeckenvene,Vena epigastrica superior,concept
superior frontal gyrus,Obere Stirnwindung,Gyrus frontalis superior,concept
superior genicular artery,Obere Kniearterie,Arteria superior genus,concept
superior gluteal vein,Obere Gesäßvene,Vena glutea superior,concept
superior lateral genicular artery,Obere seitliche Kniearterie,Arteria superior lateralis genus,concept
superior lingular bronchopulmonary segment,Oberes Lingula- Lungensegment,Segmentum bronchopulmonale lingulare superius,concept
superior medial genicular artery,Obere mediale Kniearterie,Arteria superior medialis genus,concept
superior mediastinum,Oberer Mittelfellraum,Mediastinum superius,concept
superior oblique,Oberer schräger Augenmuskel,Musculus obliquus superior,concept
superior oblique part of longus colli,Oberer schräger Anteil des langen Halsmuskels,Pars obliqua superior musculi longi colli,concept
superior pancreaticoduodenal artery,Obere Pankreas-Duodenal-Arterie,Arteria pancreaticoduodenalis superior,concept
superior parietal lobule,Oberes Scheitelläppchen,Lobulus parietalis superior,concept
superior part of anterior segmental vein,Oberer Teil der vorderen Segmentvene,Pars superior venae segmentalis anterioris,concept
superior pharyngeal constrictor,Oberer Schlundschnürer,Musculus constrictor pharyngis superior,concept
superior pulmonary vein,Obere Lungenvene,Vena pulmonalis superior,concept
superior rectus,Oberer gerader Augenmuskel,Musculus rectus superior,concept
superior segmental artery,Obere Segmentarterie,Arteria segmentalis superior,concept
superior segmental bronchial tree,Oberer Segmentbronchialbaum,Arbor bronchialis segmentalis superior,concept
superior segmental renal artery,Obere Nierensegmentarterie,Arteria segmentalis renalis superior,concept
superior segmental vein,Obere Segmentvene,Vena segmentalis superior,concept
superior systemic venous tree,Oberer Körpervenenbaum,Arbor venosa systemica superior,concept
superior terminal branch of middle cerebral artery,Oberer Endast der mittleren Hirnarterie,Ramus terminalis superior arteriae cerebri mediae,concept
superior ulnar collateral artery,Obere Ellen-Kollateralarterie,Arteria collateralis ulnaris superior,concept
superior vermian branch of medial branch of superior cerebellar artery,Oberer Wurmast des medialen Astes der oberen Kleinhirnarterie,Ramus vermis superior rami medialis arteriae superioris cerebelli,concept
supinator,Auswärtsdreher,Musculus supinator,concept
supra-orbital nerve,Oberer Augenhöhlennerv,Nervus supraorbitalis,concept
suprahyoid muscle,Oberzungenbeinmuskel,Musculus suprahyoideus,concept
supramarginal gyrus,Gyrus supramarginalis,Gyrus supramarginalis,concept
suprarenal vein,Nebennierenvene,Vena suprarenalis,concept
suprascapular artery,Oberschulterblattarterie,Arteria suprascapularis,concept
suprascapular vein,Oberschulterblattvene,Vena suprascapularis,concept
supraspinatus,Obergrätenmuskel,Musculus supraspinatus,concept
supratrochlear nerve,Nervus supratrochlearis,Nervus supratrochlearis,concept
supreme intercostal artery,Oberste Zwischenrippenarterie,Arteria intercostalis suprema,concept
suspensory ligament of lens,Aufhängeband der Linse,Zonula ciliaris lentis,concept
systemic arterial system,Arterielles Körperkreislaufsystem,Systema arteriosum systemicum,concept
systemic arterial tree,Körperarterienbaum,Arbor arteriosa systemica,concept
systemic arterial trunk,Körperarterienstamm,Truncus arteriosus systemicus,concept
systemic artery,Körperkreislaufarterie,Arteria systemica,concept
systemic vein,Körperkreislaufvene,Vena systemica,concept
systemic venous system,Venöses Körperkreislaufsystem,Systema venosum systemicum,concept
taenia coli,Dickdarmtänie,Taenia coli,concept
talus,Sprungbein,Talus,concept
tarsal bone,Fußwurzelknochen,Os tarsi,concept
tarsal ligament,Fußwurzelband,Ligamentum tarsi,concept
tarsal plate of eyelid,Lidplatte,Tarsus palpebrae,concept
tarsal plate of lower eyelid,Lidplatte des Unterlids,Tarsus inferior palpebrae,concept
tarsal plate of upper eyelid,Lidplatte des Oberlids,Tarsus superior palpebrae,concept
telencephalon,Endhirn,Telencephalon,concept
temporal artery,Schläfenarterie,Arteria temporalis,concept
temporal bone,Schläfenbein,Os temporale,concept
temporo-occipital branch of middle cerebral artery,Schläfen-Hinterhaupt-Ast der mittleren Hirnarterie,Ramus temporooccipitalis arteriae cerebri mediae,concept
tendon,Sehne,Tendo,concept
tendon of levator palpebrae superioris,Sehne des Oberlidhebers,Tendo musculi levatoris palpebrae superioris,concept
tensor fasciae latae,Schenkelbindenspanner,Musculus tensor fasciae latae,concept
tensor veli palatini,Gaumensegelspanner,Musculus tensor veli palatini,concept
tenth rib,Zehnte Rippe,Costa decima,concept
tenth thoracic intervertebral symphysis,Zehnte Brustwirbel-Zwischenwirbelsymphyse,Symphysis intervertebralis thoracica decima,concept
teres major,Großer Rundmuskel,Musculus teres major,concept
teres minor,Kleiner Rundmuskel,Musculus teres minor,concept
testicular artery,Hodenarterie,Arteria testicularis,concept
testicular vein,Hodenvene,Vena testicularis,concept
testis,Hoden,Testis,concept
thalamogeniculate artery,Thalamogenikulararterie,Arteria thalamogeniculata,concept
thalamoperforating artery,Thalamoperforansarterie,Arteria thalamoperforans,concept
thalamus,Thalamus,Thalamus,concept
thenar muscle,Daumenballenmuskel,Musculus thenaris,concept
third cervical intervertebral symphysis,Dritte Halswirbel-Zwischenwirbelsymphyse,Symphysis intervertebralis cervicalis tertia,concept
third common palmar digital artery,Dritte gemeinsame Hohlhand-Fingerarterie,Arteria digitalis palmaris communis tertia,concept
third costal cartilage,Dritter Rippenknorpel,Cartilago costalis tertia,concept
third lumbar intervertebral symphysis,Dritte Lendenwirbel-Zwischenwirbelsymphyse,Symphysis intervertebralis lumbalis tertia,concept
third lumbrical of foot,Dritter Spulmuskel des Fußes,Musculus lumbricalis tertius pedis,concept
third metacarpal bone,Dritter Mittelhandknochen,Os metacarpale tertium,concept
third metatarsal bone,Dritter Mittelfußknochen,Os metatarsale tertium,concept
third plantar interosseous of foot,Dritter Sohlenzwischenknochenmuskel des Fußes,Musculus interosseus plantaris tertius pedis,concept
third rib,Dritte Rippe,Costa tertia,concept
third thoracic intervertebral symphysis,Dritte Brustwirbel-Zwischenwirbelsymphyse,Symphysis intervertebralis thoracica tertia,concept
thoracic part of tracheobronchial tree,Brustteil des Tracheobronchialbaums,Pars thoracica arboris tracheobronchialis,concept
thoracic segment of trunk,Brustabschnitt des Rumpfes,Segmentum thoracicum trunci,concept
thoracic vertebra,Brustwirbel,Vertebra thoracica,concept
thoracic vertebral column,Brustwirbelsäule,Columna vertebralis thoracica,concept
thoracic wall,Brustkorbwand,Paries thoracis,concept
thoracodorsal artery,Brust-Rücken-Arterie,Arteria thoracodorsalis,concept
thoracodorsal vein,Brust-Rücken-Vene,Vena thoracodorsalis,concept
thorax,Brustkorb,Thorax,concept
thymus,Thymus,Thymus,concept
thyro-arytenoid,Schildknorpel-Stellknorpel-Muskel,Musculus thyroarytenoideus,concept
thyrocervical trunk,Schilddrüsen-Hals-Stamm,Truncus thyrocervicalis,concept
thyrohyoid,Schildknorpel-Zungenbein-Muskel,Musculus thyrohyoideus,concept
thyrohyoid ligament,Schildknorpel-Zungenbein-Band,Ligamentum thyrohyoideum,concept
thyrohyoid membrane,Schildknorpel-Zungenbein-Membran,Membrana thyrohyoidea,concept
tibia,Schienbein,Tibia,concept
tibialis anterior,Vorderer Schienbeinmuskel,Musculus tibialis anterior,concept
tibialis posterior,Hinterer Schienbeinmuskel,Musculus tibialis posterior,concept
tooth,Zahn,Dens,concept
tracheobronchial tree,Tracheobronchialbaum,Arbor tracheobronchialis,concept
transverse cervical artery,Quere Halsarterie,Arteria transversa cervicis,concept
transverse head of adductor hallucis,Querer Kopf des Großzehenanziehers,Caput transversum musculi adductoris hallucis,concept
transverse head of adductor pollicis,Querer Kopf des Daumenanziehers,Caput transversum musculi adductoris pollicis,concept
transverse part of trapezius,Querer Anteil des Trapezmuskels,Pars transversa musculi trapezii,concept
transversus thoracis,Querer Brustkorbmuskel,Musculus transversus thoracis,concept
trapezium,Großes Vieleckbein,Os trapezium,concept
trapezoid,Kleines Vieleckbein,Os trapezoideum,concept
tributary of axillary vein,Zufluss der Achselvene,Ramus venae axillaris,concept
tributary of azygos vein,Zufluss der Azygosvene,Ramus venae azygos,concept
tributary of basilic vein,Zufluss der Basilikavene,Ramus venae basilicae,concept
tributary of brachial vein,Zufluss der Oberarmvene,Ramus venae brachialis,concept
tributary of common palmar digital vein,Zufluss der gemeinsamen Hohlhand-Fingervene,Ramus venae digitalis palmaris communis,concept
tributary of deep femoral vein,Zufluss der tiefen Oberschenkelvene,Ramus venae profundae femoris,concept
tributary of deep palmar venous arch,Zufluss des tiefen Hohlhand-Venenbogens,Ramus arcus venosi palmaris profundi,concept
tributary of external jugular vein,Zufluss der äußeren Drosselvene,Ramus venae jugularis externae,concept
tributary of femoral vein,Zufluss der Oberschenkelvene,Ramus venae femoralis,concept
tributary of great saphenous vein,Zufluss der großen Rosenvene,Ramus venae saphenae magnae,concept
tributary of hepatic vein,Zufluss der Lebervene,Ramus venae hepaticae,concept
tributary of inferior mesenteric vein,Zufluss der unteren Gekrösevene,Ramus venae mesentericae inferioris,concept
tributary of internal iliac vein,Zufluss der inneren Beckenvene,Ramus venae iliacae internae,concept
tributary of internal pudendal vein,Zufluss der inneren Schamvene,Ramus venae pudendae internae,concept
tributary of internal thoracic vein,Zufluss der inneren Brustwandvene,Ramus venae thoracicae internae,concept
tributary of left hepatic vein,Zufluss der linken Lebervene,Ramus venae hepaticae sinistrae,concept
tributary of popliteal vein,Zufluss der Kniekehlenvene,Ramus venae popliteae,concept
tributary of radial vein,Zufluss der Speichenvene,Ramus venae radialis,concept
tributary of right hepatic vein,Zufluss der rechten Lebervene,Ramus venae hepaticae dextrae,concept
tributary of splenic vein,Zufluss der Milzvene,Ramus venae splenicae,concept
tributary of subclavian vein,Zufluss der Unterschlüsselbeinvene,Ramus venae subclaviae,concept
tributary of superficial external pudendal vein,Zufluss der oberflächlichen äußeren Schamvene,Ramus venae pudendae externae superficialis,concept
tributary of superficial palmar venous arch,Zufluss des oberflächlichen Hohlhand-Venenbogens,Ramus arcus venosi palmaris superficialis,concept
tributary of superior mesenteric vein,Zufluss der oberen Gekrösevene,Ramus venae mesentericae superioris,concept
tributary of venous anastomosis,Zufluss der Venenanastomose,Ramus anastomosis venosae,concept
tricuspid valve,Trikuspidalklappe,Valva tricuspidalis,concept
triquetral,Dreiecksbein,Os triquetrum,concept
trochlea of superior oblique,Rolle des oberen schrägen Augenmuskels,Trochlea musculi obliqui superioris,concept
trochlear nerve,Rollnerv,Nervus trochlearis,concept
true rib,Echte Rippe,Costa vera,concept
trunk,Rumpf,Truncus,concept
trunk of apical segmental vein,Stamm der apikalen Segmentvene,Truncus venae segmentalis apicalis,concept
trunk of branch of coeliac artery,Stamm eines Astes der Eingeweidearterie,Truncus rami arteriae coeliacae,concept
trunk of branch of common hepatic artery,Stamm eines Astes der gemeinsamen Leberarterie,Truncus rami arteriae hepaticae communis,concept
trunk of branch of common iliac artery,Stamm eines Astes der gemeinsamen Beckenarterie,Truncus rami arteriae iliacae communis,concept
trunk of branch of coronary artery,Stamm eines Astes der Koronararterie,Truncus rami arteriae coronariae,concept
trunk of branch of external iliac artery,Stamm eines Astes der äußeren Beckenarterie,Truncus rami arteriae iliacae externae,concept
trunk of branch of hepatic portal vein,Stamm eines Astes der Pfortader,Truncus rami venae portae hepatis,concept
trunk of branch of inferior mesenteric artery,Stamm eines Astes der unteren Gekrösearterie,Truncus rami arteriae mesentericae inferioris,concept
trunk of branch of internal carotid artery,Stamm eines Astes der inneren Halsschlagader,Truncus rami arteriae carotis internae,concept
trunk of branch of left colic artery,Stamm eines Astes der linken Dickdarmarterie,Truncus rami arteriae colicae sinistrae,concept
trunk of branch of middle cerebral artery,Stamm eines Astes der mittleren Hirnarterie,Truncus rami arteriae cerebri mediae,concept
trunk of branch of popliteal artery,Stamm eines Astes der Kniekehlenarterie,Truncus rami arteriae popliteae,concept
trunk of branch of subclavian artery,Stamm eines Astes der Unterschlüsselbeinarterie,Truncus rami arteriae subclaviae,concept
trunk of coronary artery,Stamm der Koronararterie,Truncus arteriae coronariae,concept
trunk of hepatic artery,Stamm der Leberarterie,Truncus arteriae hepaticae,concept
trunk of inferior terminal branch of middle cerebral artery,Stamm des unteren terminalen Astes der mittleren Hirnarterie,Truncus rami terminalis inferioris arteriae cerebri mediae,concept
trunk of intrapulmonary vein,Stamm der intrapulmonalen Vene,Truncus venae intrapulmonalis,concept
trunk of left lateral plantar artery,Stamm der linken seitlichen Fußsohlenarterie,Truncus arteriae plantaris lateralis sinistrae,concept
trunk of portal vein,Stamm der Pfortader,Truncus venae portae,concept
trunk of pulmonary vein,Stamm der Lungenvene,Truncus venae pulmonalis,concept
trunk of renal artery,Stamm der Nierenarterie,Truncus arteriae renalis,concept
trunk of right lateral plantar artery,Stamm der rechten seitlichen Fußsohlenarterie,Truncus arteriae plantaris lateralis dextrae,concept
trunk of right middle cerebral artery,Stamm der rechten mittleren Hirnarterie,Truncus arteriae cerebri mediae dextrae,concept
trunk of segmental pulmonary vein,Stamm der segmentalen Lungenvene,Truncus venae pulmonalis segmentalis,concept
trunk of subdivision of axillary artery,Stamm des Unterabschnitts der Achselarterie,Truncus subdivisionis arteriae axillaris,concept
trunk of systemic vein,Stamm der Körperkreislaufvene,Truncus venae systemicae,concept
trunk of thoraco-acromial artery,Stamm der Brust-Schulterhöhen-Arterie,Truncus arteriae thoracoacromialis,concept
twelfth rib,Zwölfte Rippe,Costa duodecima,concept
typical rib,Typische Rippe,Costa typica,concept
ulna,Elle,Ulna,concept
ulnar artery,Ellenarterie,Arteria ulnaris,concept
ulnar head of flexor carpi ulnaris,Ellenkopf des ellenseitigen Handbeugers,Caput ulnare musculi flexoris carpi ulnaris,concept
ulnar head of pronator teres,Ellenkopf des runden Einwärtsdrehers,Caput ulnare musculi pronatoris teretis,concept
ulnar recurrent artery,Rückläufige Ellenarterie,Arteria recurrens ulnaris,concept
ulnar vein,Ellenvene,Vena ulnaris,concept
upper central secondary incisor tooth,Oberer mittlerer Schneidezahn,Dens incisivus medialis superior,concept
upper first secondary molar tooth,Oberer erster Molar,Dens molaris primus superior,concept
upper first secondary premolar tooth,Oberer erster Prämolar,Dens premolaris primus superior,concept
upper gastrointestinal tract,Oberer Magen-Darm-Trakt,Tractus gastrointestinalis superior,concept
upper jaw,Oberkiefer,Maxilla,concept
upper lateral secondary incisor tooth,Oberer seitlicher Schneidezahn,Dens incisivus lateralis superior,concept
upper lobar artery,Obere Lappenarterie,Arteria lobaris superior,concept
upper lobe of left lung,Oberlappen der linken Lunge,Lobus superior pulmonis sinistri,concept
upper lobe of right lung,Oberlappen der rechten Lunge,Lobus superior pulmonis dextri,concept
upper lobe part of left bronchial tree,Oberlappenteil des linken Bronchialbaums,Pars lobi superioris arboris bronchialis sinistrae,concept
upper lobe part of right bronchial tree,Oberlappenteil des rechten Bronchialbaums,Pars lobi superioris arboris bronchialis dextrae,concept
upper second secondary molar tooth,Oberer zweiter Molar,Dens molaris secundus superior,concept
upper second secondary premolar tooth,Oberer zweiter Prämolar,Dens premolaris secundus superior,concept
upper secondary canine tooth,Oberer Eckzahn,Dens caninus superior,concept
upper secondary incisor tooth,Oberer Schneidezahn,Dens incisivus superior,concept
upper secondary molar tooth,Oberer Molar,Dens molaris superior,concept
upper secondary premolar tooth,Oberer Prämolar,Dens premolaris superior,concept
ureter,Harnleiter,Ureter,concept
ureteric segment of renal artery,Harnleiterabschnitt der Nierenarterie,Pars ureterica arteriae renalis,concept
urinary system,Harnsystem,Systema urinarium,concept
uvula,Zäpfchen,Uvula,concept
variant artery,Variante Arterie,Arteria varians,concept
variant bronchial artery,Variante Bronchialarterie,Arteria bronchialis varians,concept
variant systemic artery,Variante Körperarterie,Arteria systemica varians,concept
vascular anastomosis,Gefäßanastomose,Anastomosis vascularis,concept
vascular layer of left eyeball,Gefäßhaut des linken Augapfels,Tunica vasculosa bulbi oculi sinistri,concept
vascular layer of right eyeball,Gefäßhaut des rechten Augapfels,Tunica vasculosa bulbi oculi dextri,concept
vascular tree,Gefäßbaum,Arbor vascularis,concept
vasculature of body,Gefäßsystem des Körpers,Vasa corporis,concept
vastus intermedius,Mittlerer breiter Schenkelmuskel,Musculus vastus intermedius,concept
vastus lateralis,Äußerer breiter Schenkelmuskel,Musculus vastus lateralis,concept
vastus medialis,Innerer breiter Schenkelmuskel,Musculus vastus medialis,concept
